Strain,Stress
0.026750217744087035, 128.2550433558281
0.1853719606030042, 449.62685627883184
0.23092817800925491, 719.360181388518
0.2831568489938572, 873.5514137609098
0.33616977425951133, 1111.384641771394
0.3968986959973384, 1328.6353576127804
0.44997622649888425, 1581.8728965561022
0.4749171037160196, 1740.9097760080804
0.5151729000136067, 1934.220466199622
0.552330901151503, 2112.3760645034927
0.5803276134266684, 2276.5631741032594
0.6266624442056881, 2472.392765459339
0.6456455050128571, 2657.8136776619867
0.6947059980267809, 2883.4215511519687
0.7387666261832171, 3157.1177616865825
0.7778804342818841, 3367.5258172987014
0.811627234562496, 3600.4937409950326
0.8599994613888506, 3848.029687486909
0.913692057840146, 4247.922013823671
0.8790369149203954, 4046.419864907919
0.9629809844385113, 4527.997020103896
1.0004609017002648, 4782.909494189931
1.0499391139222618, 5004.76365685479
1.0659831545223224, 5212.887379926229
1.0849786479522059, 5401.27269560736
1.1222449905166136, 5605.260952795154
1.15035226432949, 5795.810079042862
1.1677196170104642, 6030.070849806696
1.2189487051288224, 6235.314219109467
1.2349293097515568, 6428.312426337121
1.263356479387099, 6695.136712801734
1.3135664032584373, 6946.763283556273
1.3476467474953109, 7259.260594323787
1.3759494188450903, 7496.399820776853
1.4072085845272062, 7715.002723095382
1.4387341635532043, 7997.128557095701
1.4729692032883317, 8201.81598742808
1.5077947926023978, 8547.312582988416
1.4797190813704006, 8364.289159619126
1.5453694346086422, 8824.810988339083
1.584693931260096, 9085.455095756217
1.6187670878869624, 9396.238610762732
1.6649462888709319, 9740.996764961657
1.6304024686698744, 9566.038126784364
1.686784412680032, 9987.049954686494
1.7241858860127535, 10223.258454444001
1.7587459870292703, 10505.45268405756
1.7898741661506448, 10692.823478299211
1.8108868526159518, 10928.097993463603
1.8283096192724535, 11175.571534017246
1.8820465228001055, 11399.991786772707
1.9031914168873139, 11666.789556784186
1.934771388637688, 11961.884656002869
1.96279640733064, 12132.82107709382
1.969502253207262, 12284.79532029857
2.0163071925326737, 12592.716418184807
1.988345447008893, 12436.866693368278
2.047691794497534, 12841.228034170177
2.0637275466824514, 13047.375488255968
2.096049701606656, 13312.727618984512
2.135191816123111, 13591.897166787916
2.1672314618972397, 13851.900702745661
2.2032790744189494, 14199.383280278149
2.233213721759734, 14391.561517185844
2.26163614035731, 14657.25297803546
2.297585801572919, 14981.380291019614
2.346568159358987, 15374.394338218066
2.3184199244944894, 15174.078561224285
2.375352530085709, 15726.38875986091
2.4329793274470077, 16134.159405175114
2.403610586450851, 15952.890100914625
2.4696744353999094, 16512.004813182357
2.497842096237399, 16716.952470611264
2.5243957362332052, 16971.142298502014
2.554892293718459, 17297.300985481877
2.592151309915911, 17499.542362048425
2.6187586766027335, 17766.542647828337
2.6398343032205327, 18016.824455602546
2.6678504414686888, 18185.64344563744
2.713294785645785, 18603.23290274782
2.695874350106042, 18356.315187846387
2.74331646134557, 18816.161964004896
2.773409624625965, 19046.13634526325
2.7907741133634927, 19279.714244511506
2.819143804320091, 19532.83345846577
2.8566631285556268, 19797.142032863063
2.8901843100356395, 20193.35660624171
2.8664421633594843, 19958.40431940431
2.9429177788041176, 20519.587377457065
2.9884722404966837, 20839.408618262387
3.01667098289096, 21051.767284387504
3.042448376863968, 21306.907493317623
3.08011161187901, 21605.52979420374
3.1201888848063017, 21859.627452790493
3.1575248278567987, 22080.211075880157
3.36823835689421, 22402.412692161677
3.51420123275678, 22478.61471359027
3.660245697705914, 22574.270632846405
3.8064125462848937, 22699.107398843866
3.952579394863873, 22823.944164841327
4.098746243442853, 22948.780930838784
4.244918919813729, 23075.007260966784
4.391068285017017, 23195.675334572625
4.537240961387894, 23321.901664700625
4.68332622088031, 23427.284532870537
4.829399824788931, 23529.88827277937
4.97543263415427, 23622.765063774434
5.121436304560122, 23708.694034116797
5.274755367509407, 23763.08355762209
5.413356228493364, 23859.708512843445
5.559237515269371, 23916.45663644449
5.70508966308589, 23966.25693939284
5.850924327526717, 24011.88854994957
5.996747336383749, 24054.741032245227
6.142471272778526, 24073.970924321715
6.288212692548994, 24097.369508789823
6.433959940111361, 24122.15765738847
6.579608115211471, 24123.323215767952
6.725244634727785, 24121.709645886356
6.870875326452204, 24118.70651187422
7.016494362592827, 24112.92424960101
7.162025981854988, 24086.298525369708
7.30753428994956, 24054.114544616255
7.453071737003619, 24028.878384515494
7.598510111595422, 23980.01963419557
7.743843585933071, 23906.148729525943
7.889112954559851, 23816.992619420384
8.034259939556783, 23698.655662573507
8.17005082093327, 23519.899073230215
8.28775723151039, 23369.979126669303
8.396262946250998, 23196.694591093015
8.495681190826241, 23027.04271246612
8.61318695885375, 22829.28205798236
8.739986112360333, 22676.986679161597
8.839357734600396, 22496.218287490385
8.92956729093881, 22301.29613189766
9.010694816384296, 22111.30355977616
9.082761290987687, 21931.24300199582
9.132147165084731, 21769.342572241803
9.208785348171913, 21594.13559381336
9.28075080771575, 21389.989257770347
9.307492602135673, 21254.956891260696
9.388634891320633, 21068.484548269895
9.451474028753124, 20858.707108306004
9.514530737083115, 20700.806729215572
9.559178616367564, 20494.403823584948
9.626546725143264, 20279.289826015665
9.685156828255531, 20146.36517757558
9.723401573825344, 19963.519594363792
9.774641407281907, 19778.581244143796
9.828434723835127, 19582.36721278221
9.889445022466317, 19370.611286034084
9.950323357687838, 19127.39033379291
10.000398409803838, 18912.773155482882
10.06131359887126, 18678.33954212436
10.115049725359993, 18468.48925476175
10.159659529737379, 18253.00786347827
